country,province,date,cases,cum_cases
Benin,,2020-02-04,0,0
Bhutan,,2020-02-04,0,0
Bolivia,,2020-02-04,0,0
Bosnia and Herzegovina,,2020-02-04,0,0
Brazil,,2020-02-04,0,0
Brunei,,2020-02-04,0,0
Bulgaria,,2020-02-04,0,0
Burkina Faso,,2020-02-04,0,0
Cambodia,,2020-02-04,0,1
Cameroon,,2020-02-04,0,0
Central African Republic,,2020-02-04,0,0
Chile,,2020-02-04,0,0
Colombia,,2020-02-04,0,0
Congo (Brazzaville),,2020-02-04,0,0
Congo (Kinshasa),,2020-02-04,0,0
Costa Rica,,2020-02-04,0,0
Cote d'Ivoire,,2020-02-04,0,0
Croatia,,2020-02-04,0,0
Cuba,,2020-02-04,0,0
Cyprus,,2020-02-04,0,0
Czechia,,2020-02-04,0,0
Dominican Republic,,2020-02-04,0,0
Ecuador,,2020-02-04,0,0
Egypt,,2020-02-04,0,0
Equatorial Guinea,,2020-02-04,0,0
Estonia,,2020-02-04,0,0
Eswatini,,2020-02-04,0,0
Ethiopia,,2020-02-04,0,0
Finland,,2020-02-04,0,1
Gabon,,2020-02-04,0,0
Georgia,,2020-02-04,0,0
Germany,,2020-02-04,0,12
Ghana,,2020-02-04,0,0
Greece,,2020-02-04,0,0
Greenland,,2020-02-04,0,0
Guatemala,,2020-02-04,0,0
Guernsey,,2020-02-04,0,0
Guinea,,2020-02-04,0,0
Guyana,,2020-02-04,0,0
Holy See,,2020-02-04,0,0
Honduras,,2020-02-04,0,0
Hungary,,2020-02-04,0,0
Iceland,,2020-02-04,0,0
India,,2020-02-04,0,3
Indonesia,,2020-02-04,0,0
Iran,,2020-02-04,0,0
Iraq,,2020-02-04,0,0
Ireland,,2020-02-04,0,0
Israel,,2020-02-04,0,0
Italy,,2020-02-04,0,2
Jamaica,,2020-02-04,0,0
Japan,,2020-02-04,2,22
Jersey,,2020-02-04,0,0
Jordan,,2020-02-04,0,0
Kazakhstan,,2020-02-04,0,0
Kenya,,2020-02-04,0,0
"Korea, South",,2020-02-04,1,16
Kosovo,,2020-02-04,0,0
Kuwait,,2020-02-04,0,0
Latvia,,2020-02-04,0,0
Lebanon,,2020-02-04,0,0
Liberia,,2020-02-04,0,0
Liechtenstein,,2020-02-04,0,0
Lithuania,,2020-02-04,0,0
Luxembourg,,2020-02-04,0,0
Malaysia,,2020-02-04,2,10
Maldives,,2020-02-04,0,0
Malta,,2020-02-04,0,0
Martinique,,2020-02-04,0,0
Mauritania,,2020-02-04,0,0
Mexico,,2020-02-04,0,0
Moldova,,2020-02-04,0,0
Monaco,,2020-02-04,0,0
Mongolia,,2020-02-04,0,0
Montenegro,,2020-02-04,0,0
Morocco,,2020-02-04,0,0
Namibia,,2020-02-04,0,0
Nepal,,2020-02-04,0,1
New Zealand,,2020-02-04,0,0
Nigeria,,2020-02-04,0,0
North Macedonia,,2020-02-04,0,0
Norway,,2020-02-04,0,0
Oman,,2020-02-04,0,0
Pakistan,,2020-02-04,0,0
Panama,,2020-02-04,0,0
Paraguay,,2020-02-04,0,0
Peru,,2020-02-04,0,0
Philippines,,2020-02-04,0,2
Poland,,2020-02-04,0,0
Portugal,,2020-02-04,0,0
Qatar,,2020-02-04,0,0
Republic of the Congo,,2020-02-04,0,0
Romania,,2020-02-04,0,0
Russia,,2020-02-04,0,2
Rwanda,,2020-02-04,0,0
Saint Lucia,,2020-02-04,0,0
Saint Vincent and the Grenadines,,2020-02-04,0,0
San Marino,,2020-02-04,0,0
Saudi Arabia,,2020-02-04,0,0
Senegal,,2020-02-04,0,0
Serbia,,2020-02-04,0,0
Seychelles,,2020-02-04,0,0
Singapore,,2020-02-04,6,24
Slovakia,,2020-02-04,0,0
Slovenia,,2020-02-04,0,0
Somalia,,2020-02-04,0,0
South Africa,,2020-02-04,0,0
Spain,,2020-02-04,0,1
Sri Lanka,,2020-02-04,0,1
Sudan,,2020-02-04,0,0
Suriname,,2020-02-04,0,0
Sweden,,2020-02-04,0,1
Switzerland,,2020-02-04,0,0
Taiwan*,,2020-02-04,1,11
Tanzania,,2020-02-04,0,0
Thailand,,2020-02-04,6,25
The Bahamas,,2020-02-04,0,0
The Gambia,,2020-02-04,0,0
Togo,,2020-02-04,0,0
Trinidad and Tobago,,2020-02-04,0,0
Tunisia,,2020-02-04,0,0
Turkey,,2020-02-04,0,0
Ukraine,,2020-02-04,0,0
United Arab Emirates,,2020-02-04,0,5
Uruguay,,2020-02-04,0,0
Uzbekistan,,2020-02-04,0,0
Venezuela,,2020-02-04,0,0
Vietnam,,2020-02-04,0,8
US,Alabama,2020-02-04,0,11
US,Alaska,2020-02-04,0,11
Canada,Alberta,2020-02-04,0,4
US,Arizona,2020-02-04,0,11
US,Arkansas,2020-02-04,0,11
Australia,Australian Capital Territory,2020-02-04,0,12
Canada,British Columbia,2020-02-04,0,4
US,California,2020-02-04,0,11
United Kingdom,Cayman Islands,2020-02-04,0,2
United Kingdom,Channel Islands,2020-02-04,0,2
US,Colorado,2020-02-04,0,11
US,Connecticut,2020-02-04,0,11
Netherlands,Curacao,2020-02-04,0,0
US,Delaware,2020-02-04,0,11
Denmark,Denmark,2020-02-04,0,0
Cruise Ship,Diamond Princess,2020-02-04,0,0
US,Diamond Princess,2020-02-04,0,11
US,District of Columbia,2020-02-04,0,11
Denmark,Faroe Islands,2020-02-04,0,0
US,Florida,2020-02-04,0,11
France,France,2020-02-04,0,6
France,French Guiana,2020-02-04,0,6
France,French Polynesia,2020-02-04,0,6
Australia,From Diamond Princess,2020-02-04,0,12
US,Georgia,2020-02-04,0,11
United Kingdom,Gibraltar,2020-02-04,0,2
Canada,Grand Princess,2020-02-04,0,4
US,Grand Princess,2020-02-04,0,11
France,Guadeloupe,2020-02-04,0,6
US,Guam,2020-02-04,0,11
US,Hawaii,2020-02-04,0,11
US,Idaho,2020-02-04,0,11
US,Illinois,2020-02-04,0,11
US,Indiana,2020-02-04,0,11
US,Iowa,2020-02-04,0,11
US,Kansas,2020-02-04,0,11
US,Kentucky,2020-02-04,0,11
US,Louisiana,2020-02-04,0,11
US,Maine,2020-02-04,0,11
Canada,Manitoba,2020-02-04,0,4
US,Maryland,2020-02-04,0,11
US,Massachusetts,2020-02-04,0,11
France,Mayotte,2020-02-04,0,6
US,Michigan,2020-02-04,0,11
US,Minnesota,2020-02-04,0,11
US,Mississippi,2020-02-04,0,11
US,Missouri,2020-02-04,0,11
US,Montana,2020-02-04,0,11
US,Nebraska,2020-02-04,0,11
Netherlands,Netherlands,2020-02-04,0,0
US,Nevada,2020-02-04,0,11
Canada,New Brunswick,2020-02-04,0,4
US,New Hampshire,2020-02-04,0,11
US,New Jersey,2020-02-04,0,11
US,New Mexico,2020-02-04,0,11
Australia,New South Wales,2020-02-04,0,12
US,New York,2020-02-04,0,11
Canada,Newfoundland and Labrador,2020-02-04,0,4
US,North Carolina,2020-02-04,0,11
US,North Dakota,2020-02-04,0,11
Australia,Northern Territory,2020-02-04,0,12
Canada,Nova Scotia,2020-02-04,0,4
US,Ohio,2020-02-04,0,11
US,Oklahoma,2020-02-04,0,11
Canada,Ontario,2020-02-04,0,4
US,Oregon,2020-02-04,0,11
US,Pennsylvania,2020-02-04,0,11
Canada,Prince Edward Island,2020-02-04,0,4
US,Puerto Rico,2020-02-04,0,11
Canada,Quebec,2020-02-04,0,4
Australia,Queensland,2020-02-04,1,13
France,Reunion,2020-02-04,0,6
US,Rhode Island,2020-02-04,0,11
France,Saint Barthelemy,2020-02-04,0,6
Canada,Saskatchewan,2020-02-04,0,4
Australia,South Australia,2020-02-04,0,13
US,South Carolina,2020-02-04,0,11
US,South Dakota,2020-02-04,0,11
France,St Martin,2020-02-04,0,6
Australia,Tasmania,2020-02-04,0,13
US,Tennessee,2020-02-04,0,11
US,Texas,2020-02-04,0,11
United Kingdom,United Kingdom,2020-02-04,0,2
US,Utah,2020-02-04,0,11
US,Vermont,2020-02-04,0,11
Australia,Victoria,2020-02-04,0,13
US,Virgin Islands,2020-02-04,0,11
US,Virginia,2020-02-04,0,11
US,Washington,2020-02-04,0,11
US,"Washington, D.C.",2020-02-04,0,11
US,West Virginia,2020-02-04,0,11
Australia,Western Australia,2020-02-04,0,13
US,Wisconsin,2020-02-04,0,11
US,Wyoming,2020-02-04,0,11
Afghanistan,,2020-02-05,0,0
Albania,,2020-02-05,0,0
Algeria,,2020-02-05,0,0
Andorra,,2020-02-05,0,0
Antigua and Barbuda,,2020-02-05,0,0
Argentina,,2020-02-05,0,0
Armenia,,2020-02-05,0,0
Aruba,,2020-02-05,0,0
Austria,,2020-02-05,0,0
Azerbaijan,,2020-02-05,0,0
Bahrain,,2020-02-05,0,0
Bangladesh,,2020-02-05,0,0
Barbados,,2020-02-05,0,0
Belarus,,2020-02-05,0,0
Belgium,,2020-02-05,0,1
Benin,,2020-02-05,0,0
Bhutan,,2020-02-05,0,0
Bolivia,,2020-02-05,0,0
Bosnia and Herzegovina,,2020-02-05,0,0
Brazil,,2020-02-05,0,0
Brunei,,2020-02-05,0,0
Bulgaria,,2020-02-05,0,0
Burkina Faso,,2020-02-05,0,0
Cambodia,,2020-02-05,0,1
Cameroon,,2020-02-05,0,0
Central African Republic,,2020-02-05,0,0
Chile,,2020-02-05,0,0
Colombia,,2020-02-05,0,0
Congo (Brazzaville),,2020-02-05,0,0
Congo (Kinshasa),,2020-02-05,0,0
Costa Rica,,2020-02-05,0,0
Cote d'Ivoire,,2020-02-05,0,0
Croatia,,2020-02-05,0,0
Cuba,,2020-02-05,0,0
Cyprus,,2020-02-05,0,0
Czechia,,2020-02-05,0,0
Dominican Republic,,2020-02-05,0,0
Ecuador,,2020-02-05,0,0
Egypt,,2020-02-05,0,0
Equatorial Guinea,,2020-02-05,0,0
Estonia,,2020-02-05,0,0
Eswatini,,2020-02-05,0,0
Ethiopia,,2020-02-05,0,0
Finland,,2020-02-05,0,1
Gabon,,2020-02-05,0,0
Georgia,,2020-02-05,0,0
Germany,,2020-02-05,0,12
Ghana,,2020-02-05,0,0
Greece,,2020-02-05,0,0
Greenland,,2020-02-05,0,0
Guatemala,,2020-02-05,0,0
Guernsey,,2020-02-05,0,0
Guinea,,2020-02-05,0,0
Guyana,,2020-02-05,0,0
Holy See,,2020-02-05,0,0
Honduras,,2020-02-05,0,0
Hungary,,2020-02-05,0,0
Iceland,,2020-02-05,0,0
India,,2020-02-05,0,3
Indonesia,,2020-02-05,0,0
Iran,,2020-02-05,0,0
Iraq,,2020-02-05,0,0
Ireland,,2020-02-05,0,0
Israel,,2020-02-05,0,0
Italy,,2020-02-05,0,2
Jamaica,,2020-02-05,0,0
Japan,,2020-02-05,0,22
Jersey,,2020-02-05,0,0
Jordan,,2020-02-05,0,0
Kazakhstan,,2020-02-05,0,0
Kenya,,2020-02-05,0,0
"Korea, South",,2020-02-05,3,19
Kosovo,,2020-02-05,0,0
Kuwait,,2020-02-05,0,0
Latvia,,2020-02-05,0,0
Lebanon,,2020-02-05,0,0
Liberia,,2020-02-05,0,0
Liechtenstein,,2020-02-05,0,0
Lithuania,,2020-02-05,0,0
Luxembourg,,2020-02-05,0,0
Malaysia,,2020-02-05,2,12
Maldives,,2020-02-05,0,0
Malta,,2020-02-05,0,0
Martinique,,2020-02-05,0,0
Mauritania,,2020-02-05,0,0
Mexico,,2020-02-05,0,0
Moldova,,2020-02-05,0,0
Monaco,,2020-02-05,0,0
Mongolia,,2020-02-05,0,0
Montenegro,,2020-02-05,0,0
Morocco,,2020-02-05,0,0
Namibia,,2020-02-05,0,0
Nepal,,2020-02-05,0,1
New Zealand,,2020-02-05,0,0
Nigeria,,2020-02-05,0,0
North Macedonia,,2020-02-05,0,0
Norway,,2020-02-05,0,0
Oman,,2020-02-05,0,0
Pakistan,,2020-02-05,0,0
Panama,,2020-02-05,0,0
Paraguay,,2020-02-05,0,0
Peru,,2020-02-05,0,0
Philippines,,2020-02-05,0,2
Poland,,2020-02-05,0,0
Portugal,,2020-02-05,0,0
Qatar,,2020-02-05,0,0
Republic of the Congo,,2020-02-05,0,0
Romania,,2020-02-05,0,0
Russia,,2020-02-05,0,2
Rwanda,,2020-02-05,0,0
Saint Lucia,,2020-02-05,0,0
Saint Vincent and the Grenadines,,2020-02-05,0,0
San Marino,,2020-02-05,0,0
Saudi Arabia,,2020-02-05,0,0
Senegal,,2020-02-05,0,0
Serbia,,2020-02-05,0,0
Seychelles,,2020-02-05,0,0
Singapore,,2020-02-05,4,28
Slovakia,,2020-02-05,0,0
Slovenia,,2020-02-05,0,0
Somalia,,2020-02-05,0,0
South Africa,,2020-02-05,0,0
Spain,,2020-02-05,0,1
Sri Lanka,,2020-02-05,0,1
Sudan,,2020-02-05,0,0
Suriname,,2020-02-05,0,0
Sweden,,2020-02-05,0,1
Switzerland,,2020-02-05,0,0
Taiwan*,,2020-02-05,0,11
Tanzania,,2020-02-05,0,0
Thailand,,2020-02-05,0,25
The Bahamas,,2020-02-05,0,0
The Gambia,,2020-02-05,0,0
Togo,,2020-02-05,0,0
Trinidad and Tobago,,2020-02-05,0,0
Tunisia,,2020-02-05,0,0
Turkey,,2020-02-05,0,0
Ukraine,,2020-02-05,0,0
United Arab Emirates,,2020-02-05,0,5
Uruguay,,2020-02-05,0,0
Uzbekistan,,2020-02-05,0,0
Venezuela,,2020-02-05,0,0
Vietnam,,2020-02-05,0,8
US,Alabama,2020-02-05,0,11
US,Alaska,2020-02-05,0,11
Canada,Alberta,2020-02-05,0,4
US,Arizona,2020-02-05,0,11
US,Arkansas,2020-02-05,0,11
Australia,Australian Capital Territory,2020-02-05,0,13
Canada,British Columbia,2020-02-05,1,5
US,California,2020-02-05,0,11
United Kingdom,Cayman Islands,2020-02-05,0,2
United Kingdom,Channel Islands,2020-02-05,0,2
US,Colorado,2020-02-05,0,11
US,Connecticut,2020-02-05,0,11
Netherlands,Curacao,2020-02-05,0,0
US,Delaware,2020-02-05,0,11
Denmark,Denmark,2020-02-05,0,0
Cruise Ship,Diamond Princess,2020-02-05,0,0
US,Diamond Princess,2020-02-05,0,11
US,District of Columbia,2020-02-05,0,11
Denmark,Faroe Islands,2020-02-05,0,0
US,Florida,2020-02-05,0,11
France,France,2020-02-05,0,6
France,French Guiana,2020-02-05,0,6
France,French Polynesia,2020-02-05,0,6
Australia,From Diamond Princess,2020-02-05,0,13
US,Georgia,2020-02-05,0,11
United Kingdom,Gibraltar,2020-02-05,0,2
Canada,Grand Princess,2020-02-05,0,5
US,Grand Princess,2020-02-05,0,11
France,Guadeloupe,2020-02-05,0,6
US,Guam,2020-02-05,0,11
US,Hawaii,2020-02-05,0,11
US,Idaho,2020-02-05,0,11
US,Illinois,2020-02-05,0,11
US,Indiana,2020-02-05,0,11
US,Iowa,2020-02-05,0,11
US,Kansas,2020-02-05,0,11
US,Kentucky,2020-02-05,0,11
US,Louisiana,2020-02-05,0,11
US,Maine,2020-02-05,0,11
Canada,Manitoba,2020-02-05,0,5
US,Maryland,2020-02-05,0,11
US,Massachusetts,2020-02-05,0,11
France,Mayotte,2020-02-05,0,6
US,Michigan,2020-02-05,0,11
US,Minnesota,2020-02-05,0,11
US,Mississippi,2020-02-05,0,11
US,Missouri,2020-02-05,0,11
US,Montana,2020-02-05,0,11
US,Nebraska,2020-02-05,0,11
Netherlands,Netherlands,2020-02-05,0,0
US,Nevada,2020-02-05,0,11
Canada,New Brunswick,2020-02-05,0,5
US,New Hampshire,2020-02-05,0,11
US,New Jersey,2020-02-05,0,11
US,New Mexico,2020-02-05,0,11
Australia,New South Wales,2020-02-05,0,13
US,New York,2020-02-05,0,11
Canada,Newfoundland and Labrador,2020-02-05,0,5
US,North Carolina,2020-02-05,0,11
US,North Dakota,2020-02-05,0,11
Australia,Northern Territory,2020-02-05,0,13
Canada,Nova Scotia,2020-02-05,0,5
US,Ohio,2020-02-05,0,11
US,Oklahoma,2020-02-05,0,11
Canada,Ontario,2020-02-05,0,5
US,Oregon,2020-02-05,0,11
US,Pennsylvania,2020-02-05,0,11
Canada,Prince Edward Island,2020-02-05,0,5
US,Puerto Rico,2020-02-05,0,11
Canada,Quebec,2020-02-05,0,5
Australia,Queensland,2020-02-05,0,13
France,Reunion,2020-02-05,0,6
US,Rhode Island,2020-02-05,0,11
France,Saint Barthelemy,2020-02-05,0,6
Canada,Saskatchewan,2020-02-05,0,5
Australia,South Australia,2020-02-05,0,13
US,South Carolina,2020-02-05,0,11
US,South Dakota,2020-02-05,0,11
France,St Martin,2020-02-05,0,6
Australia,Tasmania,2020-02-05,0,13
US,Tennessee,2020-02-05,0,11
US,Texas,2020-02-05,0,11
United Kingdom,United Kingdom,2020-02-05,0,2
US,Utah,2020-02-05,0,11
US,Vermont,2020-02-05,0,11
Australia,Victoria,2020-02-05,0,13
US,Virgin Islands,2020-02-05,0,11
US,Virginia,2020-02-05,0,11
US,Washington,2020-02-05,0,11
US,"Washington, D.C.",2020-02-05,0,11
US,West Virginia,2020-02-05,0,11
Australia,Western Australia,2020-02-05,0,13
US,Wisconsin,2020-02-05,0,11
US,Wyoming,2020-02-05,0,11
Afghanistan,,2020-02-06,0,0
Albania,,2020-02-06,0,0
Algeria,,2020-02-06,0,0
Andorra,,2020-02-06,0,0
Antigua and Barbuda,,2020-02-06,0,0
Argentina,,2020-02-06,0,0
Armenia,,2020-02-06,0,0
Aruba,,2020-02-06,0,0
Austria,,2020-02-06,0,0
Azerbaijan,,2020-02-06,0,0
Bahrain,,2020-02-06,0,0
Bangladesh,,2020-02-06,0,0
Barbados,,2020-02-06,0,0
Belarus,,2020-02-06,0,0
Belgium,,2020-02-06,0,1
Benin,,2020-02-06,0,0
Bhutan,,2020-02-06,0,0
Bolivia,,2020-02-06,0,0
Bosnia and Herzegovina,,2020-02-06,0,0
Brazil,,2020-02-06,0,0
Brunei,,2020-02-06,0,0
Bulgaria,,2020-02-06,0,0
Burkina Faso,,2020-02-06,0,0
Cambodia,,2020-02-06,0,1
Cameroon,,2020-02-06,0,0
Central African Republic,,2020-02-06,0,0
Chile,,2020-02-06,0,0
Colombia,,2020-02-06,0,0
Congo (Brazzaville),,2020-02-06,0,0
Congo (Kinshasa),,2020-02-06,0,0
Costa Rica,,2020-02-06,0,0
Cote d'Ivoire,,2020-02-06,0,0
Croatia,,2020-02-06,0,0
Cuba,,2020-02-06,0,0
Cyprus,,2020-02-06,0,0
Czechia,,2020-02-06,0,0
Dominican Republic,,2020-02-06,0,0
Ecuador,,2020-02-06,0,0
Egypt,,2020-02-06,0,0
Equatorial Guinea,,2020-02-06,0,0
Estonia,,2020-02-06,0,0
Eswatini,,2020-02-06,0,0
Ethiopia,,2020-02-06,0,0
Finland,,2020-02-06,0,1
Gabon,,2020-02-06,0,0
Georgia,,2020-02-06,0,0
Germany,,2020-02-06,0,12
Ghana,,2020-02-06,0,0
Greece,,2020-02-06,0,0
Greenland,,2020-02-06,0,0
Guatemala,,2020-02-06,0,0
Guernsey,,2020-02-06,0,0
Guinea,,2020-02-06,0,0
Guyana,,2020-02-06,0,0
Holy See,,2020-02-06,0,0
Honduras,,2020-02-06,0,0
Hungary,,2020-02-06,0,0
Iceland,,2020-02-06,0,0
India,,2020-02-06,0,3
Indonesia,,2020-02-06,0,0
Iran,,2020-02-06,0,0
Iraq,,2020-02-06,0,0
Ireland,,2020-02-06,0,0
Israel,,2020-02-06,0,0
Italy,,2020-02-06,0,2
Jamaica,,2020-02-06,0,0
Japan,,2020-02-06,23,45
Jersey,,2020-02-06,0,0
Jordan,,2020-02-06,0,0
Kazakhstan,,2020-02-06,0,0
Kenya,,2020-02-06,0,0
"Korea, South",,2020-02-06,4,23
Kosovo,,2020-02-06,0,0
Kuwait,,2020-02-06,0,0
Latvia,,2020-02-06,0,0
Lebanon,,2020-02-06,0,0
Liberia,,2020-02-06,0,0
Liechtenstein,,2020-02-06,0,0
Lithuania,,2020-02-06,0,0
Luxembourg,,2020-02-06,0,0
Malaysia,,2020-02-06,0,12
Maldives,,2020-02-06,0,0
Malta,,2020-02-06,0,0
Martinique,,2020-02-06,0,0
Mauritania,,2020-02-06,0,0
Mexico,,2020-02-06,0,0
Moldova,,2020-02-06,0,0
Monaco,,2020-02-06,0,0
Mongolia,,2020-02-06,0,0
Montenegro,,2020-02-06,0,0
Morocco,,2020-02-06,0,0
Namibia,,2020-02-06,0,0
Nepal,,2020-02-06,0,1
New Zealand,,2020-02-06,0,0
Nigeria,,2020-02-06,0,0
North Macedonia,,2020-02-06,0,0
Norway,,2020-02-06,0,0
Oman,,2020-02-06,0,0
Pakistan,,2020-02-06,0,0
Panama,,2020-02-06,0,0
Paraguay,,2020-02-06,0,0
Peru,,2020-02-06,0,0
Philippines,,2020-02-06,0,2
Poland,,2020-02-06,0,0
Portugal,,2020-02-06,0,0
Qatar,,2020-02-06,0,0
Republic of the Congo,,2020-02-06,0,0
Romania,,2020-02-06,0,0
Russia,,2020-02-06,0,2
Rwanda,,2020-02-06,0,0
Saint Lucia,,2020-02-06,0,0
Saint Vincent and the Grenadines,,2020-02-06,0,0
San Marino,,2020-02-06,0,0
Saudi Arabia,,2020-02-06,0,0
Senegal,,2020-02-06,0,0
Serbia,,2020-02-06,0,0
Seychelles,,2020-02-06,0,0
Singapore,,2020-02-06,0,28
Slovakia,,2020-02-06,0,0
Slovenia,,2020-02-06,0,0
Somalia,,2020-02-06,0,0
South Africa,,2020-02-06,0,0
Spain,,2020-02-06,0,1
Sri Lanka,,2020-02-06,0,1
Sudan,,2020-02-06,0,0
Suriname,,2020-02-06,0,0
Sweden,,2020-02-06,0,1
Switzerland,,2020-02-06,0,0
Taiwan*,,2020-02-06,5,16
Tanzania,,2020-02-06,0,0
Thailand,,2020-02-06,0,25
The Bahamas,,2020-02-06,0,0
The Gambia,,2020-02-06,0,0
Togo,,2020-02-06,0,0
Trinidad and Tobago,,2020-02-06,0,0
Tunisia,,2020-02-06,0,0
Turkey,,2020-02-06,0,0
Ukraine,,2020-02-06,0,0
United Arab Emirates,,2020-02-06,0,5
Uruguay,,2020-02-06,0,0
Uzbekistan,,2020-02-06,0,0
Venezuela,,2020-02-06,0,0
Vietnam,,2020-02-06,2,10
US,Alabama,2020-02-06,0,11
US,Alaska,2020-02-06,0,11
Canada,Alberta,2020-02-06,0,5
US,Arizona,2020-02-06,0,11
US,Arkansas,2020-02-06,0,11
Australia,Australian Capital Territory,2020-02-06,0,13
Canada,British Columbia,2020-02-06,0,5
US,California,2020-02-06,0,11
United Kingdom,Cayman Islands,2020-02-06,0,2
United Kingdom,Channel Islands,2020-02-06,0,2
US,Colorado,2020-02-06,0,11
US,Connecticut,2020-02-06,0,11
Netherlands,Curacao,2020-02-06,0,0
US,Delaware,2020-02-06,0,11
Denmark,Denmark,2020-02-06,0,0
Cruise Ship,Diamond Princess,2020-02-06,0,0
US,Diamond Princess,2020-02-06,0,11
US,District of Columbia,2020-02-06,0,11
Denmark,Faroe Islands,2020-02-06,0,0
US,Florida,2020-02-06,0,11
France,France,2020-02-06,0,6
France,French Guiana,2020-02-06,0,6
France,French Polynesia,2020-02-06,0,6
Australia,From Diamond Princess,2020-02-06,0,13
US,Georgia,2020-02-06,0,11
United Kingdom,Gibraltar,2020-02-06,0,2
Canada,Grand Princess,2020-02-06,0,5
US,Grand Princess,2020-02-06,0,11
France,Guadeloupe,2020-02-06,0,6
US,Guam,2020-02-06,0,11
US,Hawaii,2020-02-06,0,11
US,Idaho,2020-02-06,0,11
US,Illinois,2020-02-06,0,11
US,Indiana,2020-02-06,0,11
US,Iowa,2020-02-06,0,11
US,Kansas,2020-02-06,0,11
US,Kentucky,2020-02-06,0,11
US,Louisiana,2020-02-06,0,11
US,Maine,2020-02-06,0,11
Canada,Manitoba,2020-02-06,0,5
US,Maryland,2020-02-06,0,11
US,Massachusetts,2020-02-06,0,11
France,Mayotte,2020-02-06,0,6
US,Michigan,2020-02-06,0,11
US,Minnesota,2020-02-06,0,11
US,Mississippi,2020-02-06,0,11
US,Missouri,2020-02-06,0,11
US,Montana,2020-02-06,0,11
US,Nebraska,2020-02-06,0,11
Netherlands,Netherlands,2020-02-06,0,0
US,Nevada,2020-02-06,0,11
Canada,New Brunswick,2020-02-06,0,5
US,New Hampshire,2020-02-06,0,11
US,New Jersey,2020-02-06,0,11
US,New Mexico,2020-02-06,0,11
Australia,New South Wales,2020-02-06,0,13
US,New York,2020-02-06,0,11
Canada,Newfoundland and Labrador,2020-02-06,0,5
US,North Carolina,2020-02-06,0,11
US,North Dakota,2020-02-06,0,11
Australia,Northern Territory,2020-02-06,0,13
Canada,Nova Scotia,2020-02-06,0,5
US,Ohio,2020-02-06,0,11
US,Oklahoma,2020-02-06,0,11
Canada,Ontario,2020-02-06,0,5
US,Oregon,2020-02-06,0,11
US,Pennsylvania,2020-02-06,0,11
Canada,Prince Edward Island,2020-02-06,0,5
US,Puerto Rico,2020-02-06,0,11
Canada,Quebec,2020-02-06,0,5
Australia,Queensland,2020-02-06,1,14
France,Reunion,2020-02-06,0,6
US,Rhode Island,2020-02-06,0,11
France,Saint Barthelemy,2020-02-06,0,6
Canada,Saskatchewan,2020-02-06,0,5
Australia,South Australia,2020-02-06,0,14
US,South Carolina,2020-02-06,0,11
US,South Dakota,2020-02-06,0,11
France,St Martin,2020-02-06,0,6
Australia,Tasmania,2020-02-06,0,14
US,Tennessee,2020-02-06,0,11
US,Texas,2020-02-06,0,11
United Kingdom,United Kingdom,2020-02-06,0,2
US,Utah,2020-02-06,0,11
US,Vermont,2020-02-06,0,11
Australia,Victoria,2020-02-06,0,14
US,Virgin Islands,2020-02-06,0,11
US,Virginia,2020-02-06,0,11
US,Washington,2020-02-06,0,11
US,"Washington, D.C.",2020-02-06,0,11
US,West Virginia,2020-02-06,0,11
Australia,Western Australia,2020-02-06,0,14
US,Wisconsin,2020-02-06,0,11
US,Wyoming,2020-02-06,0,11
Afghanistan,,2020-02-07,0,0
Albania,,2020-02-07,0,0
Algeria,,2020-02-07,0,0
Andorra,,2020-02-07,0,0
Antigua and Barbuda,,2020-02-07,0,0
Argentina,,2020-02-07,0,0
Armenia,,2020-02-07,0,0
Aruba,,2020-02-07,0,0
Austria,,2020-02-07,0,0
Azerbaijan,,2020-02-07,0,0
Bahrain,,2020-02-07,0,0
Bangladesh,,2020-02-07,0,0
Barbados,,2020-02-07,0,0
Belarus,,2020-02-07,0,0
Belgium,,2020-02-07,0,1
Benin,,2020-02-07,0,0
Bhutan,,2020-02-07,0,0
Bolivia,,2020-02-07,0,0
Bosnia and Herzegovina,,2020-02-07,0,0
Brazil,,2020-02-07,0,0
Brunei,,2020-02-07,0,0
Bulgaria,,2020-02-07,0,0
Burkina Faso,,2020-02-07,0,0
Cambodia,,2020-02-07,0,1
Cameroon,,2020-02-07,0,0
Central African Republic,,2020-02-07,0,0
Chile,,2020-02-07,0,0
Colombia,,2020-02-07,0,0
Congo (Brazzaville),,2020-02-07,0,0
Congo (Kinshasa),,2020-02-07,0,0
Costa Rica,,2020-02-07,0,0
Cote d'Ivoire,,2020-02-07,0,0
Croatia,,2020-02-07,0,0
Cuba,,2020-02-07,0,0
Cyprus,,2020-02-07,0,0
Czechia,,2020-02-07,0,0
Dominican Republic,,2020-02-07,0,0
Ecuador,,2020-02-07,0,0
Egypt,,2020-02-07,0,0
Equatorial Guinea,,2020-02-07,0,0
Estonia,,2020-02-07,0,0
Eswatini,,2020-02-07,0,0
Ethiopia,,2020-02-07,0,0
Finland,,2020-02-07,0,1
Gabon,,2020-02-07,0,0
Georgia,,2020-02-07,0,0
Germany,,2020-02-07,1,13
Ghana,,2020-02-07,0,0
Greece,,2020-02-07,0,0
Greenland,,2020-02-07,0,0
Guatemala,,2020-02-07,0,0
Guernsey,,2020-02-07,0,0
Guinea,,2020-02-07,0,0
Guyana,,2020-02-07,0,0
